Date,Order ID,Customer Name,Region,Product Category,Product Name,Units Sold,Unit Price,Sales,Cost,Profit,Discount,Payment Method,Sales Channel
3/15/2024,ORD0629,Customer 278,Central,Stationery,Highlighter Set,2,1032.34,2064.68,1563.34,501.34,0.1,Cash,Offline
2/6/2024,ORD0630,Customer 83,Central,Furniture,Standing Desk,6,883.47,5300.82,4423.44,877.38,0.05,Cash,Online
10/23/2024,ORD0631,Customer 142,East,Electronics,Smartphone X,7,1321.54,9250.78,5595.66,3655.12,0,Cash,Offline
1/15/2024,ORD0632,Customer 254,North,Appliances,Vacuum Cleaner,6,211.92,1271.52,1088.22,183.3,0.15,UPI,Online
6/26/2024,ORD0633,Customer 146,Central,Clothing,Formal Shoes,7,1118.97,7832.79,5669.52,2163.27,0.1,Bank Transfer,Online
9/18/2024,ORD0634,Customer 139,Central,Clothing,Jeans,1,1467.25,1467.25,980.42,486.83,0,Bank Transfer,Offline
12/12/2024,ORD0635,Customer 185,North,Electronics,Wireless Earbuds,10,323.27,3232.7,2852.32,380.38,0.1,Credit Card,Offline
4/27/2024,ORD0636,Customer 249,South,Stationery,Highlighter Set,8,1299.58,10396.64,8373.18,2023.46,0,UPI,Online
6/21/2024,ORD0637,Customer 247,East,Appliances,Blender Pro,10,119.39,1193.9,964.78,229.12,0.05,Cash,Online
8/30/2024,ORD0638,Customer 255,East,Clothing,Summer T-Shirt,6,838.15,5028.9,3817.54,1211.36,0.05,Cash,Online
6/25/2024,ORD0639,Customer 296,Central,Appliances,Vacuum Cleaner,4,309.53,1238.12,1065.62,172.5,0.15,Credit Card,Online
1/26/2024,ORD0640,Customer 21,Central,Electronics,Tablet Mini,4,492.72,1970.88,1440.12,530.76,0.15,Cash,Offline
11/27/2024,ORD0641,Customer 45,South,Furniture,Office Chair,4,706.83,2827.32,2167.83,659.49,0.1,Credit Card,Online
11/17/2024,ORD0642,Customer 25,South,Appliances,Blender Pro,2,109.76,219.52,137.34,82.18,0.15,UPI,Offline
3/27/2024,ORD0643,Customer 60,East,Appliances,Blender Pro,5,887.43,4437.15,2830.01,1607.14,0.15,Cash,Offline
12/31/2024,ORD0644,Customer 287,North,Electronics,Smartphone X,9,1145.84,10312.56,6932.31,3380.25,0,UPI,Offline
1/7/2024,ORD0645,Customer 203,East,Appliances,Microwave Oven,7,1040.2,7281.4,4746,2535.4,0.15,Cash,Online
12/7/2024,ORD0646,Customer 73,East,Appliances,Air Conditioner,9,652.69,5874.21,4998.68,875.53,0,Credit Card,Online
8/31/2024,ORD0647,Customer 179,South,Furniture,Bookshelf,9,119.35,1074.15,867.37,206.78,0.1,UPI,Online
4/25/2024,ORD0648,Customer 137,West,Clothing,Winter Jacket,7,386.94,2708.58,2372.84,335.74,0.1,UPI,Offline
8/16/2024,ORD0649,Customer 206,Central,Electronics,Laptop Pro,10,165.31,1653.1,1331.23,321.87,0.1,Cash,Offline
4/6/2024,ORD0650,Customer 106,North,Electronics,Wireless Earbuds,3,766.83,2300.49,1804.59,495.9,0.1,Cash,Online
7/22/2024,ORD0651,Customer 249,West,Stationery,Stapler,7,604.38,4230.66,3209.81,1020.85,0,Cash,Offline
1/8/2024,ORD0652,Customer 292,Central,Furniture,Standing Desk,5,649.51,3247.55,2287.65,959.9,0,UPI,Online
11/4/2024,ORD0653,Customer 111,Central,Stationery,Highlighter Set,5,823.29,4116.45,3170.54,945.91,0.05,UPI,Offline
4/4/2024,ORD0654,Customer 124,Central,Electronics,Smartphone X,9,668.68,6018.12,3642.39,2375.73,0.1,Cash,Online
3/18/2024,ORD0655,Customer 256,Central,Electronics,Smartphone X,6,1484.49,8906.94,6344.51,2562.43,0.1,Cash,Online
4/12/2024,ORD0656,Customer 134,East,Appliances,Blender Pro,9,804.49,7240.41,4649.11,2591.3,0,UPI,Offline
4/9/2024,ORD0657,Customer 172,South,Furniture,Bookshelf,5,376.02,1880.1,1361.06,519.04,0,Cash,Offline
6/23/2024,ORD0658,Customer 175,East,Electronics,Tablet Mini,7,306.08,2142.56,1851.85,290.71,0,Bank Transfer,Online
1/1/2024,ORD0659,Customer 191,East,Clothing,Summer T-Shirt,10,1214.21,12142.1,10269.77,1872.33,0.1,Bank Transfer,Offline
3/18/2024,ORD0660,Customer 244,South,Clothing,Winter Jacket,6,674.32,4045.92,3524.68,521.24,0.1,UPI,Online
7/23/2024,ORD0661,Customer 119,East,Clothing,Winter Jacket,6,96.47,578.82,421.36,157.46,0.1,Cash,Online
11/18/2024,ORD0662,Customer 293,East,Electronics,Wireless Earbuds,9,894.51,8050.59,5541.92,2508.67,0.05,Bank Transfer,Online
1/21/2024,ORD0663,Customer 138,Central,Electronics,Laptop Pro,9,1395.28,12557.52,11297.53,1259.99,0.05,Bank Transfer,Online
7/5/2024,ORD0664,Customer 93,South,Furniture,Dining Table,9,1199.07,10791.63,9652.52,1139.11,0.15,Bank Transfer,Offline
9/11/2024,ORD0665,Customer 43,Central,Clothing,Jeans,1,715.81,715.81,627.96,87.85,0.05,Cash,Offline
1/15/2024,ORD0666,Customer 117,West,Stationery,Notebook,4,1373.91,5495.64,4673.42,822.22,0.05,Credit Card,Online
1/23/2024,ORD0667,Customer 180,Central,Furniture,Standing Desk,9,320.15,2881.35,2450.1,431.25,0.15,UPI,Online
10/20/2024,ORD0668,Customer 156,Central,Clothing,Winter Jacket,8,1416.9,11335.2,9304.45,2030.75,0.15,UPI,Online
3/20/2024,ORD0669,Customer 216,West,Appliances,Blender Pro,7,1223.61,8565.27,6256.42,2308.85,0.1,UPI,Online
2/6/2024,ORD0670,Customer 48,North,Stationery,Highlighter Set,2,190.73,381.46,280.76,100.7,0.1,Cash,Offline
4/2/2024,ORD0671,Customer 61,West,Electronics,Smartphone X,2,872.58,1745.16,1095.46,649.7,0.1,Credit Card,Online
3/25/2024,ORD0672,Customer 85,South,Stationery,Notebook,10,1375.56,13755.6,9223.89,4531.71,0.15,Bank Transfer,Offline
6/3/2024,ORD0673,Customer 210,South,Appliances,Microwave Oven,7,358.34,2508.38,2230.39,277.99,0,Cash,Online
3/10/2024,ORD0674,Customer 294,Central,Appliances,Microwave Oven,5,722.94,3614.7,2574.45,1040.25,0,Cash,Offline
10/16/2024,ORD0675,Customer 263,East,Furniture,Standing Desk,4,202.74,810.96,660.58,150.38,0.1,Bank Transfer,Online
4/7/2024,ORD0676,Customer 222,North,Stationery,Notebook,4,768.07,3072.28,1847.76,1224.52,0.15,Credit Card,Offline
7/6/2024,ORD0677,Customer 25,West,Appliances,Microwave Oven,9,1011.32,9101.88,7996.56,1105.32,0.1,Cash,Offline
2/26/2024,ORD0678,Customer 86,West,Furniture,Standing Desk,6,1136.01,6816.06,4645.28,2170.78,0,Bank Transfer,Offline
9/27/2024,ORD0679,Customer 112,Central,Clothing,Summer T-Shirt,5,1268.61,6343.05,5152.2,1190.85,0.1,UPI,Online
6/19/2024,ORD0680,Customer 236,East,Furniture,Office Chair,2,222.39,444.78,380.54,64.24,0,Bank Transfer,Offline
11/12/2024,ORD0681,Customer 10,East,Stationery,Ball Pen,7,1030.74,7215.18,4461.6,2753.58,0.05,UPI,Online
8/24/2024,ORD0682,Customer 42,North,Clothing,Winter Jacket,10,114.96,1149.6,843.7,305.9,0.1,UPI,Online
10/18/2024,ORD0683,Customer 90,North,Electronics,Wireless Earbuds,8,908.49,7267.92,6303.98,963.94,0,Bank Transfer,Offline
5/18/2024,ORD0684,Customer 54,West,Furniture,Bookshelf,4,240.28,961.12,657.68,303.44,0.1,Bank Transfer,Online
7/31/2024,ORD0685,Customer 169,East,Electronics,Laptop Pro,8,1007.6,8060.8,5806.65,2254.15,0.1,Cash,Online
2/19/2024,ORD0686,Customer 18,South,Stationery,Highlighter Set,6,721.01,4326.06,3470.7,855.36,0.1,UPI,Online
3/31/2024,ORD0687,Customer 133,North,Furniture,Dining Table,10,817.05,8170.5,6263.49,1907.01,0.15,Cash,Online
9/16/2024,ORD0688,Customer 133,Central,Furniture,Dining Table,7,91.65,641.55,510.88,130.67,0.1,Credit Card,Offline
3/29/2024,ORD0689,Customer 241,North,Electronics,Wireless Earbuds,9,201.68,1815.12,1089.26,725.86,0.15,Cash,Online
6/10/2024,ORD0690,Customer 228,West,Electronics,Smartphone X,9,952.18,8569.62,6051.51,2518.11,0,UPI,Offline
10/10/2024,ORD0691,Customer 182,South,Stationery,Stapler,1,765.58,765.58,469.67,295.91,0,Bank Transfer,Offline
3/10/2024,ORD0692,Customer 27,North,Clothing,Jeans,8,220.58,1764.64,1557.23,207.41,0,UPI,Offline
12/23/2024,ORD0693,Customer 165,North,Stationery,Stapler,3,763.59,2290.77,1597.96,692.81,0,UPI,Offline
7/23/2024,ORD0694,Customer 293,North,Clothing,Summer T-Shirt,6,425.67,2554.02,2269.62,284.4,0.1,Cash,Online
4/18/2024,ORD0695,Customer 15,South,Electronics,Smartphone X,1,782.37,782.37,618.04,164.33,0.05,Credit Card,Offline
9/22/2024,ORD0696,Customer 132,North,Stationery,Ball Pen,9,998.92,8990.28,6784.88,2205.4,0.05,Cash,Offline
2/13/2024,ORD0697,Customer 8,East,Stationery,Notebook,7,112.75,789.25,484.64,304.61,0,Cash,Online
7/11/2024,ORD0698,Customer 40,Central,Furniture,Office Chair,7,283.35,1983.45,1597.4,386.05,0.15,UPI,Offline
1/22/2024,ORD0699,Customer 292,North,Clothing,Formal Shoes,5,1208.97,6044.85,4870.56,1174.29,0.05,Bank Transfer,Offline
3/18/2024,ORD0700,Customer 84,South,Appliances,Blender Pro,8,650.3,5202.4,4504.46,697.94,0.05,Bank Transfer,Offline
11/29/2024,ORD0701,Customer 59,North,Clothing,Winter Jacket,8,300.53,2404.24,1527.48,876.76,0.1,Credit Card,Online
9/22/2024,ORD0702,Customer 166,West,Appliances,Vacuum Cleaner,7,643.52,4504.64,3579.53,925.11,0.05,UPI,Offline
9/10/2024,ORD0703,Customer 219,West,Clothing,Summer T-Shirt,10,1378.65,13786.5,9790.24,3996.26,0.05,UPI,Online
6/13/2024,ORD0704,Customer 289,Central,Furniture,Dining Table,9,179.06,1611.54,1086.78,524.76,0,Cash,Offline
2/17/2024,ORD0705,Customer 157,South,Appliances,Microwave Oven,4,1058.39,4233.56,3702.04,531.52,0,Bank Transfer,Online
7/9/2024,ORD0706,Customer 32,West,Electronics,Tablet Mini,7,829.06,5803.42,3878.49,1924.93,0.15,Credit Card,Offline
1/15/2024,ORD0707,Customer 175,Central,Clothing,Jeans,3,316.56,949.68,680.91,268.77,0.15,Cash,Online
1/16/2024,ORD0708,Customer 168,West,Appliances,Air Conditioner,8,779.22,6233.76,5548.36,685.4,0,Cash,Online
5/1/2024,ORD0709,Customer 232,South,Electronics,Wireless Earbuds,8,795.22,6361.76,4816.5,1545.26,0.15,Credit Card,Online
5/21/2024,ORD0710,Customer 17,South,Appliances,Air Conditioner,4,1204.87,4819.48,3424.74,1394.74,0.15,Credit Card,Online
6/10/2024,ORD0711,Customer 50,West,Stationery,Highlighter Set,4,564.24,2256.96,1643.66,613.3,0,Credit Card,Online
4/5/2024,ORD0712,Customer 127,North,Electronics,Wireless Earbuds,10,292.15,2921.5,2108.75,812.75,0.15,Bank Transfer,Offline
12/10/2024,ORD0713,Customer 300,North,Clothing,Jeans,4,268.67,1074.68,917.47,157.21,0,Credit Card,Offline
8/4/2024,ORD0714,Customer 199,East,Furniture,Bookshelf,1,1029.33,1029.33,694.82,334.51,0.15,Credit Card,Offline
6/11/2024,ORD0715,Customer 147,South,Appliances,Vacuum Cleaner,6,1444.14,8664.84,6864.87,1799.97,0.15,Cash,Online
9/18/2024,ORD0716,Customer 40,Central,Furniture,Dining Table,10,545.73,5457.3,3963.14,1494.16,0.05,Cash,Online
10/4/2024,ORD0717,Customer 74,North,Electronics,Tablet Mini,4,549.5,2198,1330.49,867.51,0,Bank Transfer,Online
11/15/2024,ORD0718,Customer 195,East,Appliances,Microwave Oven,1,303.02,303.02,183.99,119.03,0.1,Bank Transfer,Offline
5/2/2024,ORD0719,Customer 36,Central,Electronics,Tablet Mini,1,1238.32,1238.32,941.92,296.4,0.1,Cash,Online
4/22/2024,ORD0720,Customer 195,South,Clothing,Jeans,8,704.19,5633.52,4574.62,1058.9,0.1,Bank Transfer,Offline
10/15/2024,ORD0721,Customer 75,West,Electronics,Tablet Mini,2,380.43,760.86,615.96,144.9,0.1,Cash,Offline
4/13/2024,ORD0722,Customer 61,North,Electronics,Laptop Pro,8,327.86,2622.88,1687.96,934.92,0.05,Bank Transfer,Online
5/19/2024,ORD0723,Customer 70,North,Furniture,Bookshelf,5,38.74,193.7,121.15,72.55,0.15,Cash,Online
3/10/2024,ORD0724,Customer 212,Central,Appliances,Blender Pro,3,668.57,2005.71,1249.74,755.97,0.15,UPI,Offline
8/3/2024,ORD0725,Customer 80,West,Electronics,Wireless Earbuds,7,109.65,767.55,625.44,142.11,0.15,Cash,Online
10/25/2024,ORD0726,Customer 136,West,Furniture,Standing Desk,9,685.3,6167.7,5025.39,1142.31,0.05,UPI,Online
10/4/2024,ORD0727,Customer 105,West,Furniture,Bookshelf,6,224.86,1349.16,1115.72,233.44,0.1,Cash,Online
8/13/2024,ORD0728,Customer 59,Central,Clothing,Summer T-Shirt,5,974.94,4874.7,3847.13,1027.57,0.05,Cash,Online
10/8/2024,ORD0729,Customer 284,East,Appliances,Microwave Oven,5,175.26,876.3,600.43,275.87,0.05,Credit Card,Offline
12/2/2024,ORD0730,Customer 213,Central,Stationery,Stapler,2,661.08,1322.16,856.99,465.17,0.1,Bank Transfer,Online
4/28/2024,ORD0731,Customer 144,North,Furniture,Bookshelf,4,861.01,3444.04,2433.9,1010.14,0.1,Cash,Online
4/12/2024,ORD0732,Customer 163,South,Furniture,Standing Desk,3,249.42,748.26,610.1,138.16,0,UPI,Offline
5/31/2024,ORD0733,Customer 104,North,Appliances,Air Conditioner,1,1217.94,1217.94,936.62,281.32,0.05,Bank Transfer,Offline
1/26/2024,ORD0734,Customer 109,East,Clothing,Formal Shoes,9,826.96,7442.64,6230.69,1211.95,0.15,UPI,Offline
10/27/2024,ORD0735,Customer 248,South,Clothing,Summer T-Shirt,9,1491.1,13419.9,11116.49,2303.41,0.1,UPI,Offline
5/6/2024,ORD0736,Customer 236,South,Appliances,Air Conditioner,6,1470.78,8824.68,6850.33,1974.35,0.05,Cash,Offline
4/14/2024,ORD0737,Customer 266,Central,Appliances,Microwave Oven,8,876.31,7010.48,5870.23,1140.25,0.1,Bank Transfer,Online
8/17/2024,ORD0738,Customer 110,East,Stationery,Ball Pen,10,312.89,3128.9,1972.2,1156.7,0.1,Bank Transfer,Offline
10/6/2024,ORD0739,Customer 280,East,Furniture,Dining Table,7,253.91,1777.37,1490.93,286.44,0,Bank Transfer,Online
4/8/2024,ORD0740,Customer 266,West,Appliances,Air Conditioner,4,480.38,1921.52,1273.59,647.93,0.05,Cash,Online
2/28/2024,ORD0741,Customer 44,West,Clothing,Jeans,7,1281.15,8968.05,7760.1,1207.95,0.15,Bank Transfer,Online
2/16/2024,ORD0742,Customer 162,West,Clothing,Winter Jacket,6,645.65,3873.9,3119.82,754.08,0.15,Credit Card,Offline
10/15/2024,ORD0743,Customer 31,East,Electronics,Smartphone X,4,1185.97,4743.88,3461.25,1282.63,0.15,Cash,Online
8/27/2024,ORD0744,Customer 223,East,Electronics,Wireless Earbuds,10,512.66,5126.6,4135.99,990.61,0,Bank Transfer,Offline
6/30/2024,ORD0745,Customer 72,East,Furniture,Bookshelf,6,126.35,758.1,641.7,116.4,0.15,Cash,Online
9/23/2024,ORD0746,Customer 198,Central,Clothing,Formal Shoes,2,396.32,792.64,673.84,118.8,0.1,UPI,Online
9/30/2024,ORD0747,Customer 280,West,Clothing,Summer T-Shirt,5,208.79,1043.95,680.22,363.73,0,Bank Transfer,Online
5/20/2024,ORD0748,Customer 191,West,Electronics,Smartphone X,8,1266.98,10135.84,8002.47,2133.37,0.05,Bank Transfer,Offline
11/26/2024,ORD0749,Customer 98,East,Stationery,Highlighter Set,8,250.33,2002.64,1323.06,679.58,0.05,UPI,Online
10/13/2024,ORD0750,Customer 128,South,Furniture,Standing Desk,4,1237.57,4950.28,3466.38,1483.9,0.1,Credit Card,Online
9/20/2024,ORD0751,Customer 199,South,Stationery,Ball Pen,10,1031.06,10310.6,8068.23,2242.37,0.1,Cash,Online
5/25/2024,ORD0752,Customer 76,West,Furniture,Dining Table,1,1466.4,1466.4,1284.48,181.92,0,Cash,Offline
1/19/2024,ORD0753,Customer 273,North,Clothing,Winter Jacket,7,1244.4,8710.8,6555.5,2155.3,0.1,Cash,Offline
1/27/2024,ORD0754,Customer 267,West,Stationery,Notebook,9,567.04,5103.36,4354.95,748.41,0.15,Credit Card,Offline
7/6/2024,ORD0755,Customer 249,East,Appliances,Blender Pro,4,1322.65,5290.6,3747.97,1542.63,0,Credit Card,Online
10/30/2024,ORD0756,Customer 130,Central,Appliances,Blender Pro,6,1303.04,7818.24,4828.22,2990.02,0.1,Bank Transfer,Offline
4/2/2024,ORD0757,Customer 49,Central,Clothing,Jeans,2,918.12,1836.24,1434.82,401.42,0.15,Bank Transfer,Offline
11/12/2024,ORD0758,Customer 66,West,Electronics,Smartphone X,3,149.06,447.18,309.14,138.04,0,Cash,Offline
12/23/2024,ORD0759,Customer 45,South,Appliances,Blender Pro,3,298.81,896.43,733.31,163.12,0.1,Bank Transfer,Online
6/11/2024,ORD0760,Customer 153,East,Furniture,Standing Desk,1,1270.72,1270.72,785.71,485.01,0.15,UPI,Offline
1/16/2024,ORD0761,Customer 157,Central,Stationery,Highlighter Set,3,813.11,2439.33,1598.32,841.01,0,UPI,Offline
4/29/2024,ORD0762,Customer 72,West,Electronics,Tablet Mini,6,980.84,5885.04,4425.31,1459.73,0,Bank Transfer,Online
10/30/2024,ORD0763,Customer 233,North,Appliances,Blender Pro,1,273.85,273.85,216.44,57.41,0.05,UPI,Online
10/31/2024,ORD0764,Customer 172,South,Appliances,Microwave Oven,9,651.89,5867.01,4237.81,1629.2,0.1,Credit Card,Offline
8/1/2024,ORD0765,Customer 137,North,Clothing,Summer T-Shirt,8,1333.25,10666,7446.93,3219.07,0.05,Credit Card,Offline
5/25/2024,ORD0766,Customer 174,West,Electronics,Wireless Earbuds,4,636.85,2547.4,2160.58,386.82,0.15,Credit Card,Online
3/12/2024,ORD0767,Customer 66,East,Appliances,Blender Pro,1,350.94,350.94,314.39,36.55,0.15,Bank Transfer,Offline
5/13/2024,ORD0768,Customer 80,East,Electronics,Tablet Mini,10,134.01,1340.1,1084.01,256.09,0.15,Credit Card,Offline
9/20/2024,ORD0769,Customer 220,North,Electronics,Wireless Earbuds,1,749.11,749.11,633.82,115.29,0.1,Bank Transfer,Offline
2/12/2024,ORD0770,Customer 259,West,Electronics,Smartphone X,8,404.39,3235.12,2261.21,973.91,0.15,UPI,Offline
4/11/2024,ORD0771,Customer 40,West,Stationery,Notebook,1,970.54,970.54,794.73,175.81,0.05,UPI,Online
10/1/2024,ORD0772,Customer 74,South,Electronics,Tablet Mini,9,1261.32,11351.88,7189.77,4162.11,0.05,Cash,Offline
1/19/2024,ORD0773,Customer 257,West,Stationery,Highlighter Set,2,25.06,50.12,30.26,19.86,0.15,UPI,Offline
2/22/2024,ORD0774,Customer 280,East,Furniture,Standing Desk,7,1440.39,10082.73,6756.47,3326.26,0.1,Bank Transfer,Offline
5/12/2024,ORD0775,Customer 74,Central,Stationery,Notebook,2,1425.44,2850.88,2073.37,777.51,0.1,UPI,Offline
2/18/2024,ORD0776,Customer 206,North,Furniture,Office Chair,9,1110.62,9995.58,6520.05,3475.53,0.05,UPI,Offline
5/19/2024,ORD0777,Customer 165,Central,Stationery,Notebook,6,384.69,2308.14,1615.43,692.71,0.05,Credit Card,Offline
11/6/2024,ORD0778,Customer 178,East,Clothing,Jeans,1,1264.23,1264.23,1058.59,205.64,0.15,Bank Transfer,Offline
1/19/2024,ORD0779,Customer 196,West,Electronics,Smartphone X,2,572.48,1144.96,851.5,293.46,0,Credit Card,Offline
2/15/2024,ORD0780,Customer 69,North,Furniture,Office Chair,5,456.48,2282.4,1620.5,661.9,0.1,Credit Card,Offline
12/30/2024,ORD0781,Customer 4,South,Clothing,Summer T-Shirt,10,933.72,9337.2,5829.79,3507.41,0.15,UPI,Offline
8/27/2024,ORD0782,Customer 279,South,Stationery,Highlighter Set,10,705.73,7057.3,5359.74,1697.56,0.1,Credit Card,Offline
1/20/2024,ORD0783,Customer 69,East,Furniture,Bookshelf,2,778.12,1556.24,1258.67,297.57,0.05,Credit Card,Online
6/11/2024,ORD0784,Customer 17,East,Stationery,Highlighter Set,10,717.65,7176.5,5986.89,1189.61,0.1,Cash,Online
7/6/2024,ORD0785,Customer 95,West,Clothing,Summer T-Shirt,7,1377.55,9642.85,6393.1,3249.75,0.1,Cash,Online
7/12/2024,ORD0786,Customer 22,South,Stationery,Ball Pen,5,490.55,2452.75,1834.76,617.99,0.05,UPI,Offline
8/16/2024,ORD0787,Customer 40,South,Electronics,Laptop Pro,9,104.62,941.58,744.46,197.12,0,UPI,Offline
5/14/2024,ORD0788,Customer 79,North,Appliances,Microwave Oven,8,824.82,6598.56,5056,1542.56,0.05,UPI,Online
6/10/2024,ORD0789,Customer 81,South,Electronics,Smartphone X,2,963.65,1927.3,1635.42,291.88,0,Bank Transfer,Offline
6/16/2024,ORD0790,Customer 90,South,Appliances,Microwave Oven,8,461.31,3690.48,2801.22,889.26,0.05,UPI,Offline
8/16/2024,ORD0791,Customer 206,Central,Furniture,Bookshelf,5,1267.01,6335.05,4863.5,1471.55,0.1,Credit Card,Online
6/9/2024,ORD0792,Customer 42,Central,Clothing,Formal Shoes,3,613.26,1839.78,1499.31,340.47,0.1,Bank Transfer,Online
10/28/2024,ORD0793,Customer 287,Central,Appliances,Vacuum Cleaner,7,1170.35,8192.45,5904.17,2288.28,0.15,Bank Transfer,Online
9/12/2024,ORD0794,Customer 230,North,Appliances,Air Conditioner,1,60.53,60.53,47.91,12.62,0.1,UPI,Offline
7/7/2024,ORD0795,Customer 18,West,Furniture,Office Chair,9,1215.72,10941.48,7597.58,3343.9,0.05,Credit Card,Online
12/7/2024,ORD0796,Customer 98,East,Appliances,Blender Pro,8,836.06,6688.48,5609.02,1079.46,0.1,UPI,Offline
3/20/2024,ORD0797,Customer 249,East,Furniture,Standing Desk,9,192.07,1728.63,1537.21,191.42,0.15,Bank Transfer,Online
5/22/2024,ORD0798,Customer 277,North,Electronics,Laptop Pro,1,281.64,281.64,181.52,100.12,0,Bank Transfer,Offline
12/30/2024,ORD0799,Customer 161,Central,Electronics,Wireless Earbuds,7,229.44,1606.08,1047.87,558.21,0,Cash,Offline
11/30/2024,ORD0800,Customer 135,East,Clothing,Jeans,8,569.91,4559.28,3241.86,1317.42,0.05,UPI,Online
3/13/2024,ORD0801,Customer 124,Central,Furniture,Office Chair,6,1405.38,8432.28,6023.59,2408.69,0.15,UPI,Offline
12/29/2024,ORD0802,Customer 256,East,Furniture,Office Chair,7,661.36,4629.52,2982.45,1647.07,0,Credit Card,Online
2/8/2024,ORD0803,Customer 99,North,Furniture,Bookshelf,10,493.49,4934.9,3420.36,1514.54,0.1,Cash,Online
9/4/2024,ORD0804,Customer 18,Central,Stationery,Ball Pen,4,1258.77,5035.08,3113.63,1921.45,0.1,Cash,Online
8/18/2024,ORD0805,Customer 42,West,Stationery,Highlighter Set,9,788.05,7092.45,5127.77,1964.68,0.05,Credit Card,Offline
9/23/2024,ORD0806,Customer 167,West,Furniture,Office Chair,3,1168.79,3506.37,2628.47,877.9,0.15,UPI,Offline
7/8/2024,ORD0807,Customer 229,East,Clothing,Jeans,4,239.72,958.88,801.21,157.67,0.05,UPI,Offline
1/6/2024,ORD0808,Customer 111,West,Appliances,Microwave Oven,3,608.89,1826.67,1140.35,686.32,0.15,UPI,Offline
6/22/2024,ORD0809,Customer 90,North,Electronics,Smartphone X,1,1380.61,1380.61,1142.69,237.92,0,UPI,Offline
9/13/2024,ORD0810,Customer 294,Central,Electronics,Smartphone X,5,82.26,411.3,264.53,146.77,0,Bank Transfer,Online
6/21/2024,ORD0811,Customer 80,North,Furniture,Bookshelf,10,184.55,1845.5,1547.04,298.46,0.05,Bank Transfer,Offline
7/17/2024,ORD0812,Customer 144,West,Furniture,Standing Desk,7,1476.4,10334.8,8131.89,2202.91,0.1,Credit Card,Offline
1/10/2024,ORD0813,Customer 8,West,Furniture,Office Chair,3,320.71,962.13,647.58,314.55,0,Bank Transfer,Offline
1/12/2024,ORD0814,Customer 71,West,Furniture,Bookshelf,4,777.6,3110.4,2268.42,841.98,0,UPI,Offline
3/6/2024,ORD0815,Customer 16,North,Furniture,Office Chair,3,719.63,2158.89,1538.57,620.32,0.15,Credit Card,Online
3/13/2024,ORD0816,Customer 163,West,Furniture,Office Chair,5,448.18,2240.9,1636.81,604.09,0.1,UPI,Online
12/15/2024,ORD0817,Customer 176,North,Electronics,Tablet Mini,8,875.27,7002.16,4643.38,2358.78,0.1,Cash,Online
11/27/2024,ORD0818,Customer 178,West,Furniture,Standing Desk,5,630.54,3152.7,2350.11,802.59,0.1,Bank Transfer,Online
11/13/2024,ORD0819,Customer 184,West,Clothing,Jeans,9,42.77,384.93,277.64,107.29,0.1,Cash,Offline
5/2/2024,ORD0820,Customer 294,West,Clothing,Summer T-Shirt,7,1353.25,9472.75,7275.03,2197.72,0.15,Credit Card,Offline
9/30/2024,ORD0821,Customer 119,Central,Furniture,Standing Desk,10,105.9,1059,802,257,0.1,Credit Card,Offline
2/9/2024,ORD0822,Customer 65,Central,Appliances,Microwave Oven,6,411.7,2470.2,1639.07,831.13,0.1,Credit Card,Offline
3/21/2024,ORD0823,Customer 212,Central,Appliances,Microwave Oven,7,603.53,4224.71,3518.46,706.25,0.15,Bank Transfer,Online
4/21/2024,ORD0824,Customer 52,East,Furniture,Standing Desk,9,1253.57,11282.13,9280.88,2001.25,0,Bank Transfer,Online
6/10/2024,ORD0825,Customer 222,East,Stationery,Highlighter Set,5,435.19,2175.95,1490.95,685,0.1,Bank Transfer,Offline
10/4/2024,ORD0826,Customer 252,South,Electronics,Wireless Earbuds,7,1340.05,9380.35,7101.84,2278.51,0.15,Bank Transfer,Online
6/9/2024,ORD0827,Customer 76,Central,Stationery,Notebook,5,876.01,4380.05,2887.99,1492.06,0.05,Bank Transfer,Offline
5/22/2024,ORD0828,Customer 254,South,Furniture,Dining Table,2,117.82,235.64,158.62,77.02,0.15,Bank Transfer,Online
1/29/2024,ORD0829,Customer 163,West,Furniture,Office Chair,8,1006.05,8048.4,5666.45,2381.95,0.05,Bank Transfer,Online
9/2/2024,ORD0830,Customer 221,North,Appliances,Microwave Oven,8,1497.09,11976.72,9819.69,2157.03,0.15,Credit Card,Offline
6/7/2024,ORD0831,Customer 279,East,Furniture,Dining Table,5,1177.69,5888.45,3687.9,2200.55,0.05,UPI,Online
8/27/2024,ORD0832,Customer 125,West,Stationery,Highlighter Set,2,654.16,1308.32,886.04,422.28,0.1,Cash,Online
2/29/2024,ORD0833,Customer 142,South,Appliances,Blender Pro,1,369.02,369.02,253.7,115.32,0.05,Credit Card,Online
5/27/2024,ORD0834,Customer 154,Central,Stationery,Ball Pen,10,1183.63,11836.3,10111.85,1724.45,0.1,Credit Card,Online
1/3/2024,ORD0835,Customer 298,South,Furniture,Office Chair,3,577.07,1731.21,1356.25,374.96,0.1,Bank Transfer,Offline
4/4/2024,ORD0836,Customer 10,East,Furniture,Bookshelf,2,912.42,1824.84,1290.67,534.17,0.05,UPI,Offline
4/2/2024,ORD0837,Customer 296,South,Electronics,Tablet Mini,2,401.64,803.28,499.58,303.7,0.05,Cash,Offline
